"자치구별(1)",자치구별(2),2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021
"합계",도봉구,27348,12315,15033,25805,11469,14336,11756,5840,5916,8498,3052,5446,558,232,326,4482,2072,2410,511,273,238,1543,846,697,28296,12607,15689,26423,11543,14880,11819,5938,5881,8625,2956,5669,618,268,350,4838,2092,2746,523,289,234,1873,1064,809,29469,13093,16376,27144,11734,15410,11849,5907,5942,8970,3068,5902,589,243,346,5180,2214,2966,556,302,254,2325,1359,966,30848,13586,17262,28410,12120,16290,11765,5881,5884,9737,3302,6435,626,250,376,5745,2408,3337,537,279,258,2438,1466,972,32653,14396,18257,29897,12804,17093,12137,6185,5952,10374,3473,6901,654,254,400,6131,2558,3573,601,334,267,2756,1592,1164,34884,15438,19446,31875,13708,18167,12497,6392,6105,11176,3775,7401,700,280,420,6967,2966,4001,535,295,240,3009,1730,1279,37853,16789,21064,34349,14861,19488,12824,6597,6227,12233,4246,7987,850,355,495,7848,3315,4533,594,348,246,3504,1928,1576
"합계",노원구,46129,20078,26051,43478,18357,25121,11384,6141,5243,26805,9449,17356,492,218,274,3645,1833,1812,1152,716,436,2651,1721,930,47641,20427,27214,45517,19109,26408,11681,6227,5454,28519,10157,18362,547,261,286,3879,1930,1949,891,534,357,2124,1318,806,49265,20740,28525,46970,19298,27672,11737,6127,5610,29566,10388,19178,640,291,349,4164,1992,2172,863,500,363,2295,1442,853,51280,21674,29606,48843,20170,28673,11789,6159,5630,31115,11058,20057,639,276,363,4429,2148,2281,871,529,342,2437,1504,933,53365,22556,30809,50960,20977,29983,11610,6192,5418,33073,11699,21374,701,301,400,4632,2221,2411,944,564,380,2405,1579,826,56438,23701,32737,53902,22097,31805,11293,5846,5447,35828,12899,22929,771,353,418,5127,2492,2635,883,507,376,2536,1604,932,60647,25813,34834,57976,24130,33846,12235,6578,5657,38532,13925,24607,791,350,441,5402,2629,2773,1016,648,368,2671,1683,988
"합계",은평구,43936,20042,23894,39443,17741,21702,18030,8461,9569,6442,2609,3833,881,334,547,12885,5665,7220,1205,672,533,4493,2301,2192,44440,19908,24532,39564,17469,22095,17709,8291,9418,6507,2506,4001,821,313,508,13535,5829,7706,992,530,462,4876,2439,2437,46535,20727,25808,40615,17793,22822,17315,8130,9185,6987,2703,4284,851,299,552,14439,6110,8329,1023,551,472,5920,2934,2986,48888,21694,27194,42370,18568,23802,17252,8202,9050,7428,2836,4592,907,337,570,15721,6631,9090,1062,562,500,6518,3126,3392,52814,23209,29605,45351,19793,25558,17926,8560,9366,8711,3320,5391,907,340,567,16770,7017,9753,1037,556,481,7463,3416,4047,57853,25221,32632,49596,21487,28109,19034,9112,9922,9637,3617,6020,1013,385,628,18922,7849,11073,990,524,466,8257,3734,4523,62447,27014,35433,53712,23170,30542,19250,9265,9985,11401,4244,7157,1069,389,680,20808,8598,12210,1184,674,510,8735,3844,4891
"합계",서대문구,40160,18156,22004,36655,16495,20160,20573,9632,10941,6991,2745,4246,1004,414,590,6563,2910,3653,1524,794,730,3505,1661,1844,43298,18918,24380,39384,17052,22332,22849,10289,12560,7099,2712,4387,1042,431,611,7016,2994,4022,1378,626,752,3914,1866,2048,43418,18891,24527,39036,16856,22180,21588,9866,11722,7917,2904,5013,1006,383,623,7135,3054,4081,1390,649,741,4382,2035,2347,44795,19553,25242,40211,17477,22734,21768,10025,11743,8261,3048,5213,1075,410,665,7608,3261,4347,1499,733,766,4584,2076,2508,46449,20161,26288,41741,18080,23661,21659,10037,11622,8957,3239,5718,1104,440,664,8507,3670,4837,1514,694,820,4708,2081,2627,49863,21359,28504,44411,19032,25379,22522,10227,12295,10144,3790,6354,1141,439,702,9178,3882,5296,1426,694,732,5452,2327,3125,52792,23061,29731,46401,20422,25979,22303,10559,11744,11148,4156,6992,1303,514,789,9954,4311,5643,1693,882,811,6391,2639,3752
"합계",마포구,52437,23877,28560,45552,20665,24887,22274,10747,11527,10128,4067,6061,612,246,366,10731,4684,6047,1807,921,886,6885,3212,3673,53382,24004,29378,45531,20445,25086,21923,10594,11329,10301,3997,6304,686,292,394,10848,4649,6199,1773,913,860,7851,3559,4292,54162,24036,30126,45536,20177,25359,20949,10072,10877,10832,4151,6681,648,261,387,11287,4744,6543,1820,949,871,8626,3859,4767,56837,24992,31845,46117,20435,25682,20762,10135,10627,11018,4092,6926,663,275,388,11909,5035,6874,1765,898,867,10720,4557,6163,59248,25671,33577,47643,20949,26694,20927,10167,10760,11753,4369,7384,649,275,374,12595,5285,7310,1719,853,866,11605,4722,6883,63172,27264,35908,50408,22244,28164,20980,10355,10625,12980,4765,8215,709,313,396,14010,5942,8068,1729,869,860,12764,5020,7744,67162,29119,38043,53878,23940,29938,20911,10475,10436,15028,5578,9450,808,339,469,15487,6698,8789,1644,850,794,13284,5179,8105
"합계",양천구,32832,15737,17095,30295,14345,15950,14061,7449,6612,8257,3216,5041,634,264,370,6782,3111,3671,561,305,256,2537,1392,1145,32878,15374,17504,30350,14043,16307,13458,7106,6352,8520,3234,5286,638,254,384,7218,3182,4036,516,267,249,2528,1331,1197,33088,15252,17836,30287,13764,16523,12439,6580,5859,8770,3223,5547,640,250,390,7865,3421,4444,573,290,283,2801,1488,1313,34304,15827,18477,31433,14281,17152,12097,6487,5610,9315,3413,5902,711,268,443,8716,3790,4926,594,323,271,2871,1546,1325,36345,16658,19687,33289,15059,18230,12308,6620,5688,9976,3645,6331,722,268,454,9695,4219,5476,588,307,281,3056,1599,1457,39436,18058,21378,36114,16319,19795,12426,6705,5721,11295,4218,7077,810,313,497,10983,4753,6230,600,330,270,3322,1739,1583,42973,19657,23316,39310,17739,21571,12857,6955,5902,12536,4733,7803,857,350,507,12444,5369,7075,616,332,284,3663,1918,1745
"합계",강서구,56990,26767,30223,47284,22077,25207,16795,8681,8114,18507,7685,10822,764,310,454,10144,4768,5376,1074,633,441,9706,4690,5016,60988,28199,32789,48003,22121,25882,16627,8583,8044,18848,7689,11159,743,286,457,10874,5046,5828,911,517,394,12985,6078,6907,68237,31534,36703,50204,23120,27084,15992,8371,7621,19968,8158,11810,799,311,488,12569,5788,6781,876,492,384,18033,8414,9619,73011,33780,39231,52875,24433,28442,15968,8454,7514,21221,8693,12528,823,326,497,13963,6452,7511,900,508,392,20136,9347,10789,79371,36229,43142,56978,26098,30880,16447,8655,7792,23041,9364,13677,904,382,522,15622,7148,8474,964,549,415,22393,10131,12262,86172,39138,47034,61335,28061,33274,16521,8767,7754,24864,9983,14881,1010,415,595,18027,8389,9638,913,507,406,24837,11077,13760,94436,42696,51740,66774,30325,36449,16884,8963,7921,27611,11059,16552,1053,444,609,20289,9319,10970,937,540,397,27662,12371,15291
"합계",구로구,40988,21088,19900,30967,15562,15405,15739,8542,7197,9137,4014,5123,1046,443,603,4122,1996,2126,923,567,356,10021,5526,4495,42055,21128,20927,30828,15050,15778,14825,7919,6906,9498,4004,5494,1178,483,695,4443,2129,2314,884,515,369,11227,6078,5149,42984,21366,21618,31549,15171,16378,14533,7840,6693,10017,4032,5985,1155,462,693,4905,2314,2591,939,523,416,11435,6195,5240,44151,21887,22264,32586,15663,16923,14196,7777,6419,11042,4419,6623,1235,467,768,5248,2506,2742,865,494,371,11565,6224,5341,47740,23455,24285,35208,16770,18438,14535,7940,6595,12611,5067,7544,1385,543,842,5759,2679,3080,918,541,377,12532,6685,5847,50971,25085,25886,37640,17918,19722,14911,8183,6728,13837,5606,8231,1579,680,899,6556,3014,3542,757,435,322,13331,7167,6164,54980,27121,27859,40514,19355,21159,15397,8480,6917,14864,6017,8847,1640,716,924,7721,3605,4116,892,537,355,14466,7766,6700
"합계",금천구,31219,17699,13520,24914,13510,11404,16334,9254,7080,4334,2041,2293,593,259,334,2898,1440,1458,755,516,239,6305,4189,2116,31728,17721,14007,24991,13398,11593,15407,8644,6763,4687,2204,2483,616,274,342,3451,1725,1726,830,551,279,6737,4323,2414,32928,18305,14623,25611,13602,12009,14950,8356,6594,4891,2260,2631,633,268,365,4079,2030,2049,1058,688,370,7317,4703,2614,34564,19079,15485,27251,14584,12667,14702,8231,6471,6178,3041,3137,621,262,359,4813,2458,2355,937,592,345,7313,4495,2818,37778,20699,17079,28594,15172,13422,15237,8631,6606,5960,2727,3233,711,302,409,5651,2891,2760,1035,621,414,9184,5527,3657,42334,22847,19487,30355,15911,14444,15331,8608,6723,6641,2974,3667,824,375,449,6661,3392,3269,898,562,336,11979,6936,5043,46827,25133,21694,33188,17339,15849,15677,8870,6807,7705,3433,4272,898,419,479,7843,3983,3860,1065,634,431,13639,7794,5845
"합계",영등포구,48433,24963,23470,36827,18470,18357,21468,11316,10152,10358,4494,5864,322,151,171,3363,1747,1616,1316,762,554,11606,6493,5113,49453,25060,24393,35190,17252,17938,19443,10025,9418,10048,4252,5796,289,119,170,3854,2012,1842,1556,844,712,14263,7808,6455,51151,25953,25198,35236,17269,17967,18612,9599,9013,10650,4573,6077,315,123,192,4100,2137,1963,1559,837,722,15915,8684,7231,53477,27090,26387,36393,17778,18615,18580,9670,8910,11139,4646,6493,321,126,195,4705,2435,2270,1648,901,747,17084,9312,7772,58214,29297,28917,38967,19001,19966,19313,10045,9268,12058,5011,7047,344,150,194,5356,2766,2590,1896,1029,867,19247,10296,8951,64000,32099,31901,42523,20685,21838,20370,10581,9789,13675,5778,7897,378,157,221,6295,3199,3096,1805,970,835,21477,11414,10063,69806,34736,35070,45546,22251,23295,20656,10840,9816,15215,6381,8834,421,182,239,7100,3612,3488,2154,1236,918,24260,12485,11775
"합계",동작구,53954,27184,26770,48441,23780,24661,30137,15640,14497,8258,3330,4928,785,355,430,7155,3304,3851,2106,1151,955,5513,3404,2109,52954,25960,26994,49363,23850,25513,29858,15400,14458,8673,3404,5269,754,345,409,7943,3617,4326,2135,1084,1051,3591,2110,1481,54355,26389,27966,50513,24092,26421,30453,15623,14830,8778,3294,5484,761,332,429,8466,3773,4693,2055,1070,985,3842,2297,1545,56872,27452,29420,52747,24995,27752,31577,16139,15438,9061,3335,5726,796,338,458,9050,4017,5033,2263,1166,1097,4125,2457,1668,60088,28746,31342,55994,26377,29617,33222,16849,16373,9817,3629,6188,893,377,516,9721,4275,5446,2341,1247,1094,4094,2369,1725,64101,30327,33774,59432,27638,31794,34834,17447,17387,10460,3798,6662,1007,452,555,10688,4674,6014,2443,1267,1176,4669,2689,1980,68231,32345,35886,62899,29278,33621,35302,17718,17584,12784,4859,7925,1033,450,583,11330,4924,6406,2450,1327,1123,5332,3067,2265
"합계",관악구,100302,54471,45831,87950,47979,39971,58278,33007,25271,10387,4478,5909,1011,470,541,9284,4594,4690,8990,5430,3560,12352,6492,5860,103972,55799,48173,87971,47257,40714,56162,31545,24617,11590,4993,6597,988,425,563,9908,4716,5192,9323,5578,3745,16001,8542,7459,106865,57078,49787,88407,47237,41170,56635,31624,25011,10990,4636,6354,1062,470,592,10879,5251,5628,8841,5256,3585,18458,9841,8617,112733,59445,53288,93520,49304,44216,59159,32561,26598,11808,4945,6863,1095,472,623,11742,5598,6144,9716,5728,3988,19213,10141,9072,119863,62600,57263,100459,52498,47961,64558,35141,29417,11833,4928,6905,1125,471,654,12544,5844,6700,10399,6114,4285,19404,10102,9302,129233,67665,61568,105833,55280,50553,67931,37145,30786,12924,5327,7597,1221,530,691,13917,6553,7364,9840,5725,4115,23400,12385,11015,136255,71434,64821,112627,58960,53667,71544,39245,32299,13690,5625,8065,1312,594,718,14969,6995,7974,11112,6501,4611,23628,12474,11154
"합계",서초구,37496,17019,20477,33252,14643,18609,13579,6280,7299,10955,4335,6620,693,291,402,6253,2821,3432,1772,916,856,4244,2376,1868,38357,16947,21410,33335,14192,19143,13508,6199,7309,10722,3941,6781,678,256,422,6947,3040,3907,1480,756,724,5022,2755,2267,39702,17483,22219,34243,14543,19700,13538,6259,7279,10883,3974,6909,689,267,422,7639,3265,4374,1494,778,716,5459,2940,2519,41137,18082,23055,35090,14918,20172,13202,6110,7092,11547,4176,7371,740,280,460,8131,3585,4546,1470,767,703,6047,3164,2883,42667,18792,23875,35963,15328,20635,13101,6120,6981,11957,4352,7605,736,263,473,8744,3830,4914,1425,763,662,6704,3464,3240,43942,19142,24800,36662,15504,21158,13054,6010,7044,11984,4343,7641,788,297,491,9440,4136,5304,1396,718,678,7280,3638,3642,45933,20238,25695,38015,16320,21695,12340,5913,6427,13173,4807,8366,860,333,527,10237,4505,5732,1405,762,643,7918,3918,4000
"합계",강남구,61897,26483,35414,54518,22734,31784,19639,8674,10965,21786,8586,13200,1086,410,676,9731,3936,5795,2276,1128,1148,7379,3749,3630,61998,26157,35841,53051,21586,31465,19523,8612,10911,19658,7245,12413,1058,391,667,10662,4321,6341,2150,1017,1133,8947,4571,4376,62774,26515,36259,53464,21703,31761,19259,8487,10772,19654,7204,12450,1074,432,642,11334,4553,6781,2143,1027,1116,9310,4812,4498,62727,26718,36009,52807,21733,31074,19038,8593,10445,18614,6715,11899,1045,433,612,11888,4935,6953,2222,1057,1165,9920,4985,4935,66073,28187,37886,55051,22814,32237,19287,8876,10411,19693,7115,12578,1066,450,616,12763,5286,7477,2242,1087,1155,11022,5373,5649,68999,29446,39553,56660,23467,33193,19193,8859,10334,20554,7413,13141,1092,453,639,13708,5716,7992,2113,1026,1087,12339,5979,6360,71986,31048,40938,59356,24878,34478,19034,8861,10173,22761,8410,14351,1194,516,678,14241,6038,8203,2126,1053,1073,12630,6170,6460
"합계",송파구,53481,25147,28334,48193,22105,26088,17269,8687,8582,11467,4317,7150,626,257,369,16622,7580,9042,2209,1264,945,5288,3042,2246,54409,24833,29576,48070,21431,26639,16711,8402,8309,11660,4301,7359,584,212,372,17335,7564,9771,1780,952,828,6339,3402,2937,58848,26901,31947,49702,22095,27607,16214,8253,7961,12221,4391,7830,631,233,398,18785,8229,10556,1851,989,862,9146,4806,4340,63451,28740,34711,52233,23191,29042,15912,8089,7823,13129,4754,8375,659,257,402,20698,9100,11598,1835,991,844,11218,5549,5669,68861,31036,37825,56406,25109,31297,16345,8457,7888,14509,5235,9274,723,266,457,22867,10063,12804,1962,1088,874,12455,5927,6528,73694,32890,40804,59497,26276,33221,16852,8672,8180,14937,5275,9662,820,326,494,24852,10871,13981,2036,1132,904,14197,6614,7583,79262,35267,43995,63425,28071,35354,16972,8767,8205,16877,6003,10874,831,328,503,26609,11741,14868,2136,1232,904,15837,7196,8641
"합계",강동구,39897,19820,20077,35671,17371,18300,19408,10124,9284,8555,3453,5102,339,137,202,5593,2543,3050,1776,1114,662,4226,2449,1777,39469,19318,20151,34876,16738,18138,18568,9678,8890,8131,3211,4920,342,137,205,6565,2987,3578,1270,725,545,4593,2580,2013,41050,20064,20986,35917,17173,18744,18563,9735,8828,8415,3300,5115,369,143,226,7266,3244,4022,1304,751,553,5133,2891,2242,42126,20404,21722,36696,17405,19291,18318,9655,8663,8481,3235,5246,391,152,239,8196,3608,4588,1310,755,555,5430,2999,2431,45188,21674,23514,39516,18697,20819,18661,9839,8822,9843,3860,5983,352,131,221,9253,4100,5153,1407,767,640,5672,2977,2695,50316,23817,26499,43827,20442,23385,19183,10120,9063,11869,4576,7293,381,146,235,11003,4869,6134,1391,731,660,6489,3375,3114,56905,26641,30264,48993,22635,26358,19644,10525,9119,15140,5652,9488,456,181,275,12131,5341,6790,1622,936,686,7912,4006,39